Gender,Age,Years of programming experience,Years of experience in agile projects,GPA,Highest level of education,Willingness to travel,Performance after 1 year
0,31,6,2,2.9119029794984943,2,0,1
1,45,17,13,3.1390381071401823,0,0,1
1,20,0,0,2.968122462314509,0,1,1
1,20,0,0,3.557678830226367,1,0,1
0,44,16,8,2.8,1,0,0
1,28,0,0,3.4238032674050825,1,1,1
1,24,0,0,2.6297683417270656,2,0,1
1,50,24,20,2.9,2,0,0
0,38,8,5,2.868469585861866,2,0,1
1,27,0,0,3.0,2,1,0
1,43,17,14,2.6,2,0,0
1,25,1,0,3.7343254156903996,0,0,1
0,42,17,10,2.7,2,0,0
0,38,16,9,2.7,2,1,0
1,41,17,13,3.136449388124179,3,0,1
0,37,9,0,2.6,2,0,0
1,56,35,28,3.5164291880732375,1,1,1
1,21,0,0,3.202939539737808,2,1,1
0,24,0,0,2.7698076833759457,2,0,1
0,34,4,2,2.9,2,0,0
0,26,0,0,3.0829064751261246,2,0,1
1,35,7,2,2.9794931015432997,1,0,1
1,36,10,0,2.6,3,0,0
1,49,29,26,3.0548443921096107,0,0,1
0,38,16,8,2.607892444938422,2,0,1
0,47,19,15,3.1,1,0,0
1,24,2,1,3.395381123864191,2,0,1
0,32,6,2,3.0434387499761133,2,0,1
1,29,3,0,2.8,2,0,0
0,33,9,8,3.002020802051453,2,0,1
1,25,2,1,2.656872949869794,1,1,1
1,30,5,0,3.276754929059714,1,0,1
1,34,15,7,2.824536190861554,0,1,1
1,29,5,1,3.632401716307279,1,1,1
1,21,0,0,2.8,2,0,0
1,30,11,8,2.7,2,0,0
0,24,0,0,3.4230029003059332,2,0,1
1,48,22,19,3.380794444910681,1,0,1
1,20,0,0,3.1162078358830545,0,0,1
1,53,32,24,2.925494097850231,2,0,1
1,27,0,0,2.9,2,1,0
1,31,10,5,3.623995479804854,0,1,1
1,39,22,19,2.966447952794532,0,0,1
1,24,0,0,2.6315889884279073,1,1,1
1,35,9,6,2.6,3,0,0
1,20,0,0,3.3736834741141912,2,0,1
1,54,29,26,3.7762940879598865,1,1,1
1,24,0,0,2.7,2,0,0
1,47,27,25,2.3899518570251788,1,0,1
1,41,19,14,3.38928433602367,3,0,1
0,40,12,8,2.8,1,0,0
1,26,4,0,3.3265208081121442,3,1,1
1,27,6,4,2.93857595134805,1,0,1
1,37,13,12,2.5,2,1,0
1,45,17,8,2.9501445439645613,0,1,1
1,25,0,0,2.9880796192539454,1,1,1
1,24,0,0,2.9,2,0,0
1,20,0,0,3.0076158261223753,0,0,1
1,34,8,6,3.8649012349528302,1,1,1
0,48,21,16,3.6179891407822327,2,0,1
0,41,15,5,2.758544580364311,3,0,1
1,20,0,0,2.9,2,0,0
0,31,8,1,2.9842632197053502,2,0,1
1,24,3,0,3.3709359032822017,1,0,1
1,26,3,1,2.767470572949869,2,0,1
1,34,3,0,3.0199745231389925,2,1,1
1,26,5,4,3.61607594103831,2,0,1
1,36,16,8,2.3924486743581177,2,1,1
1,37,11,4,3.58518640605745,2,0,1
0,34,7,3,2.7,1,1,0
1,30,11,10,2.8,3,0,0
1,40,16,12,2.5062069073729396,1,1,1
1,36,10,4,2.70194109651171,3,1,1
0,35,9,6,2.5,1,1,0
1,20,0,0,3.804100044563204,0,1,1
0,34,6,0,2.6,2,0,0
0,20,0,0,2.4,2,0,0
1,27,1,0,2.9,3,0,0
1,26,2,0,2.6485702122962804,2,0,1
0,37,13,11,2.9451840791892487,3,0,1
1,29,6,3,2.6326164047211162,0,1,1
0,44,17,4,3.0,2,0,0
0,37,9,3,3.0,2,1,0
0,24,0,0,2.8476582357159517,2,0,1
1,37,12,10,3.115212157715079,2,0,1
0,35,5,0,2.9,1,0,0
0,47,21,17,2.5,1,0,0
1,35,5,0,3.1,3,1,0
0,25,0,0,2.956536512523985,3,0,1
0,43,18,12,2.5,1,0,0
1,44,27,24,2.2,2,0,0
0,39,13,11,2.6,1,0,0
1,31,10,9,4.0,2,1,1
1,44,16,13,3.054589862567582,1,0,1
1,20,0,0,2.545747941339025,1,0,1
1,20,0,0,3.2930091589248747,3,1,1
0,47,26,22,2.8,1,0,0
1,22,0,0,2.8,2,0,0
1,30,7,4,3.2759005780721306,1,0,1
1,45,21,20,2.9063806633363964,1,0,1
1,31,5,0,2.892724426303021,2,0,1
1,23,0,0,2.866151420522532,1,0,1
0,23,0,0,2.912505844625391,2,0,1
0,20,0,0,3.018259539319221,2,0,1
0,20,0,0,2.873965879314736,2,0,1
1,39,16,13,2.7862916593982208,2,1,1
1,40,14,13,3.5812901985795893,2,1,1
1,60,37,32,3.1485651129540013,0,1,1
1,45,17,13,3.372887956011425,1,1,1
1,27,2,0,3.264601411649075,1,0,1
0,26,0,0,2.9,2,0,0
1,20,0,0,2.5814421040415856,0,0,1
0,32,4,1,2.7465910374328697,2,1,1
0,21,0,0,3.145477355695938,3,0,1
0,41,15,10,2.6,2,1,0
1,46,20,19,2.9,2,1,0
1,25,1,0,3.400778972632887,0,0,1
1,33,3,0,3.4780217319532722,2,1,1
1,44,21,15,2.799643850554264,0,0,1
0,24,0,0,2.4,2,1,0
1,56,36,30,3.2425667100358977,0,1,1
1,25,0,0,2.8520778462929237,3,1,1
0,44,18,15,2.8,2,0,0
0,47,13,5,2.6561371996959946,2,0,1
1,36,10,5,2.9729726954743207,2,1,1
0,40,12,4,3.0,2,0,0
1,34,10,3,2.8,2,0,0
1,34,8,3,3.4651277322768617,0,1,1
0,45,15,9,2.6,2,0,0
1,28,4,0,2.4871730357393007,0,0,1
1,34,14,2,2.7,2,0,0
1,28,3,0,3.5532248697528273,1,1,1
1,56,32,29,3.0074632353005266,1,1,1
0,44,21,14,2.6,1,1,0
1,20,0,0,2.7,2,0,0
0,20,0,0,2.4,1,0,0
1,30,8,3,3.2489449801431545,3,0,1
1,20,0,0,3.5143868075389904,2,1,1
1,38,16,8,3.256152813993319,1,1,1
0,23,0,0,2.899476551671017,2,0,1
0,32,8,7,3.1515560307340698,2,0,1
1,35,12,7,2.989483977104864,2,1,1
1,33,9,4,3.0153535705449435,1,1,1
1,42,14,9,2.9,2,0,0
1,27,6,5,2.726360544654119,0,0,1
1,21,2,0,2.730419942357019,3,1,1
1,20,0,0,2.9498230838089947,2,1,1
1,38,16,13,3.75362295006938,1,1,1
1,34,16,5,2.823954340463821,0,1,1
1,35,18,15,3.6076333825424642,2,1,1
0,28,4,0,2.972556678656341,2,0,1
1,49,25,13,2.6,2,0,0
1,33,11,9,3.5217636649018016,1,1,1
1,20,0,0,2.7,2,1,0
1,32,4,0,2.474813541176264,3,1,1
1,37,8,3,2.7,3,0,0
1,53,32,26,3.3635737959107663,0,1,1
0,24,3,0,2.8759587013652657,2,0,1
1,30,0,0,3.0,2,0,0
0,24,0,0,2.903294325336997,2,0,1
1,26,1,0,2.674554189820261,0,1,1
0,30,1,0,3.0,1,0,0
1,31,0,0,2.8363199973683164,2,1,1
0,34,12,9,3.2352422184163405,2,1,1
1,38,14,9,3.0147300205567062,2,1,1
1,45,17,9,2.6,2,0,0
0,45,18,12,3.1,2,0,0
1,21,0,0,3.1316547643071946,1,0,1
1,27,4,1,2.9,2,0,0
1,38,11,8,3.0680073550518383,1,1,1
1,40,14,4,2.5639776840420465,1,1,1
1,29,0,0,3.2,2,0,0
1,46,20,13,3.1,2,0,0
1,37,12,11,3.3237331917066424,1,1,1
1,32,4,0,3.2499695528913723,2,1,1
0,41,15,8,2.7,1,0,0
1,28,5,0,3.0,3,1,0
1,47,28,20,2.389993163615523,2,1,1
1,46,22,13,3.1978679072792375,0,0,1
1,27,0,0,2.868792425812816,1,1,1
1,36,17,15,2.7281542708174884,1,1,1
1,28,2,0,2.6494667156344853,1,0,1
0,39,15,8,2.9,1,1,0
0,23,0,0,2.8,1,0,0
0,34,9,7,2.9844133281780345,2,0,1
0,43,17,13,2.5,2,0,0
1,21,0,0,3.266564442003297,2,1,1
0,25,0,0,3.0,2,0,0
0,38,8,2,2.7,2,0,0
0,20,0,0,2.6,1,0,0
1,35,3,0,3.17898534721414,0,0,1
0,36,15,9,2.5173488515579487,2,0,1
1,33,13,9,3.9130192530159853,0,1,1
1,20,0,0,2.9,3,0,0
1,38,11,6,2.90826222670336,1,1,1
1,31,4,2,2.9275224144735574,1,0,1
1,45,22,20,3.0468432418119122,1,1,1
1,41,17,9,2.721333575536165,2,1,1
1,53,29,24,3.6338251007630644,2,1,1
1,24,0,0,2.7,2,0,0
1,40,17,15,2.4672981624832024,2,1,1
1,26,1,0,2.599713292494212,2,1,1
0,33,7,0,2.7,2,0,0
1,20,0,0,3.368497297267488,1,0,1
1,38,10,7,2.7252963399428185,0,0,1
1,38,10,9,3.6876942280308502,1,1,1
1,26,5,0,3.5424964196925988,1,1,1
0,20,0,0,3.022925399957489,3,0,1
1,37,18,12,2.2616812598583538,1,0,1
0,30,5,3,2.9,2,1,0
1,46,17,14,2.9763471783663715,1,0,1
1,20,0,0,3.4484089127926905,2,1,1
1,27,6,2,2.4883208067890092,0,0,1
1,23,0,0,3.3131189852263843,3,0,1
0,20,0,0,2.8874747025231855,2,0,1
1,41,14,10,3.7096061163566247,2,1,1
1,57,35,34,2.9195164787764765,2,0,1
1,35,8,0,2.8,3,0,0
1,30,2,0,2.6,2,0,0
1,28,3,2,2.8,2,0,0
1,23,0,0,3.164877380467943,1,0,1
0,36,6,5,2.834346850899605,2,0,1
1,34,8,7,3.3864596786141106,0,0,1
1,39,5,0,2.5,3,0,0
0,23,0,0,2.7,2,0,0
1,44,12,1,3.377320792739548,1,1,1
1,23,0,0,3.189839430898271,1,0,1
0,20,0,0,3.0692870869646067,2,0,1
1,38,12,4,2.4388283195009395,2,0,1
1,39,18,17,2.855893611030396,2,0,1
1,20,0,0,2.7,2,0,0
0,33,6,4,2.7,1,0,0
1,44,20,19,3.0931052898526743,0,0,1
1,38,15,11,3.488403830458913,0,1,1
1,21,0,0,2.758498006216299,1,1,1
1,38,9,1,3.1,2,1,0
1,20,0,0,2.8656756658360485,0,1,1
1,36,12,0,2.732887914904961,1,0,1
0,24,1,0,2.7,2,0,0
1,32,14,9,3.3973806444542554,2,1,1
1,20,0,0,2.8907952009418847,2,0,1
1,39,16,14,2.871268298492645,1,0,1
1,41,18,17,3.1719717997365637,0,1,1
0,25,0,0,2.9,1,0,0
1,34,14,9,3.047622049660729,0,1,1
1,20,0,0,2.5,2,0,0
1,33,11,1,3.464411547078589,2,1,1
1,47,20,19,3.100942458823822,0,1,1
0,48,21,19,2.6,2,0,0
1,37,9,4,2.3,2,1,0
1,38,14,9,2.511765154743783,2,0,1
0,26,6,5,3.02378399355341,2,0,1
0,49,23,21,3.0949277861265507,2,0,1
1,20,0,0,2.7,2,0,0
1,29,3,1,2.661978055149639,0,1,1
1,20,0,0,2.9,2,0,0
0,36,10,8,2.740911080720609,3,1,1
0,29,0,0,2.8,2,1,0
0,22,0,0,2.7,1,0,0
1,42,15,10,3.0648716716572455,1,0,1
1,40,9,3,3.0399533602440467,1,0,1
1,30,7,5,3.429746870070201,0,1,1
0,33,2,0,3.1,2,0,0
0,20,0,0,2.8,2,0,0
1,43,12,8,2.8,3,1,0
1,61,37,34,2.580325423011876,1,1,1
1,34,9,8,3.050640844842043,1,0,1
0,38,10,8,2.754955092533971,2,0,1
0,33,7,4,3.246045068969796,2,0,1
0,21,0,0,3.0,1,0,0
0,29,10,7,3.3720015625650475,2,0,1
1,20,0,0,3.471611518287969,0,0,1
1,35,14,13,3.1691310164267086,1,1,1
1,30,10,9,2.9169638796485797,1,0,1
0,34,9,5,2.6,2,0,0
1,27,0,0,3.5476380999673047,1,0,1
1,26,2,0,2.5,2,0,0
1,23,3,0,2.5702793324268933,0,0,1
1,33,10,2,3.4495494472901496,2,1,1
1,36,16,8,3.779663405402901,0,0,1
0,35,4,0,2.8,2,0,0
1,45,21,20,2.953154077693833,2,0,1
1,29,3,1,2.9,2,1,0
1,65,40,38,3.2045824480202008,0,0,1
1,32,6,0,3.0419674660882428,2,0,1
0,43,23,21,2.9090200257753294,2,0,1
1,37,12,10,3.2326454155576734,1,1,1
1,32,2,0,3.35937304221573,0,1,1
1,21,0,0,3.2355797938786375,0,0,1
1,23,0,0,3.2518892967746913,2,1,1
1,47,21,17,2.959954100398609,2,1,1
1,47,27,25,3.329987318375796,1,1,1
1,25,0,0,3.433425221874509,1,1,1
1,26,5,4,2.8,2,1,0
1,20,0,0,2.3136035194572133,1,1,1
1,34,9,3,2.5,2,0,0
1,46,21,13,2.7724824353512703,2,0,1
1,50,28,25,3.2889010991809813,0,1,1
0,31,3,1,3.110695949239924,2,0,1
1,31,8,5,2.8138316267773993,0,1,1
1,32,6,0,3.0,2,0,0
1,33,8,4,2.6,2,0,0
1,23,0,0,2.8,2,0,0
0,39,11,8,2.7,2,0,0
0,25,0,0,2.7,1,1,0
1,24,0,0,3.2445188824854365,1,1,1
1,23,4,0,2.833877148680458,1,0,1
1,31,2,1,2.8,2,0,0
1,44,21,17,3.3101010711985133,2,0,1
0,24,0,0,2.808630301728075,2,0,1
1,34,8,1,3.657527181607221,1,0,1
1,30,1,0,3.0,2,0,0
0,31,13,0,3.201583871293943,2,0,1
1,26,0,0,3.701371169699484,2,0,1
1,24,5,1,2.9,1,0,0
1,20,0,0,2.7,1,1,0
1,35,10,9,2.933261881517251,1,1,1
1,33,7,0,3.0876740349686878,2,1,1
1,37,11,6,2.7,2,1,0
0,26,4,1,2.6,2,0,0
0,25,0,0,2.8,2,1,0
1,48,24,21,2.5367499452909925,4,1,1
0,40,12,4,2.9,2,1,0
1,20,0,0,2.8213579744302146,1,1,1
0,42,15,13,2.8730221211040803,2,0,1
0,37,8,6,3.0,1,0,0
1,50,25,17,2.5,2,1,0
1,20,0,0,2.9476479856976843,4,0,1
0,36,9,1,2.8,2,1,0
1,35,8,3,2.6,2,1,0
0,37,18,16,3.136702922356787,2,0,1
1,23,0,0,3.791228538674533,1,1,1
1,30,7,3,2.8298268414297265,1,0,1
1,44,16,15,2.8,3,0,0
1,20,0,0,2.7,2,1,0
1,33,10,9,3.385151751051837,1,0,1
1,37,19,17,3.493031497658025,1,1,1
1,20,0,0,2.4748080297709385,1,1,1
1,43,22,11,2.6285478046046737,1,1,1
1,28,1,0,2.748599344034831,0,0,1
1,20,0,0,3.2701386793697265,2,0,1
1,32,8,6,3.0,3,0,0
1,36,15,6,3.6489315057478517,0,0,1
1,39,15,5,2.954352561063224,0,1,1
1,33,7,0,2.6,3,1,0
1,24,4,0,2.5542712718175578,4,0,1
1,28,9,5,2.2133049346345133,0,0,1
0,29,0,0,2.8,2,0,0
1,37,12,11,3.3487504139208246,2,1,1
1,41,13,8,2.656689011799834,1,0,1
0,32,3,1,3.623977505394281,2,0,1
0,36,7,4,3.0,2,0,0
1,20,0,0,2.7,2,1,0
0,46,19,13,2.9,1,0,0
1,26,0,0,2.838624972010516,0,1,1
0,28,1,0,2.5,1,0,0
1,20,0,0,2.7269957633904207,1,1,1
1,32,12,6,3.9058733796337224,3,1,1
1,20,0,0,3.2,2,0,0
0,25,2,0,2.6,2,0,0
1,24,2,0,3.1,2,0,0
1,29,3,0,3.0,2,0,0
0,40,16,11,2.6,1,1,0
1,40,13,9,2.7,2,0,0
1,24,2,0,2.870634178686668,1,0,1
1,34,3,0,2.6271449046970354,1,1,1
1,37,11,5,3.345802882565409,1,0,1
1,32,8,0,2.898674766999843,3,1,1
1,25,0,0,3.26273270611935,0,0,1
1,32,9,0,2.891504308164012,1,0,1
1,37,12,0,3.2,3,0,0
0,25,0,0,2.830486354467064,2,0,1
1,32,10,0,3.458629956128429,1,0,1
1,35,11,8,2.7548247898406695,3,1,1
1,47,21,15,3.877015518723388,0,0,1
0,46,25,21,2.8022844762946186,2,0,1
1,33,9,0,2.7,2,0,0
1,25,7,1,3.029544786940308,0,1,1
1,22,0,0,2.9,3,0,0
0,34,7,3,3.0280395748956686,2,0,1
1,32,9,6,3.0902292560660976,3,0,1
1,33,10,9,3.1,2,0,0
0,23,0,0,2.9086342201779742,2,0,1
1,40,13,3,2.9,2,0,0
1,49,25,18,2.9302648094741874,0,0,1
0,20,0,0,2.8,2,0,0
1,38,13,6,3.136028958151816,1,1,1
1,23,0,0,2.6875076366261434,1,1,1
1,40,20,10,3.254893520892659,1,1,1
1,38,12,5,2.8,2,0,0
1,25,1,0,2.9199517636729455,0,0,1
0,37,12,10,2.7602246693468087,2,0,1
1,37,15,10,3.0,3,0,0
1,20,0,0,3.0740029757515788,0,1,1
1,44,19,17,3.0560976894526077,0,0,1
1,35,8,0,3.127880228994618,2,1,1
1,50,26,24,3.2430086542211676,1,1,1
1,20,0,0,2.2605953855147494,2,0,1
1,35,7,6,2.8098074622719023,1,0,1
0,34,10,2,3.1930948222617306,2,0,1
1,20,0,0,3.028616949298622,2,1,1
0,36,16,13,3.0521596439833,2,0,1
1,47,23,7,3.308858547249929,0,0,1
0,21,0,0,2.9,1,0,0
0,34,8,2,2.7,1,0,0
1,20,0,0,2.8,2,1,0
1,34,10,6,2.818923634147972,3,1,1
1,27,0,0,2.8480260235275803,1,1,1
1,20,0,0,2.8,3,1,0
1,20,0,0,2.8,1,0,0
1,20,0,0,3.003197612293979,0,1,1
0,24,0,0,3.0,2,0,0
0,30,1,0,2.9438904791319676,2,0,1
1,27,10,0,3.39234771430953,1,0,1
1,28,0,0,3.0,2,0,0
0,32,5,1,2.6,2,1,0
1,27,3,1,4.0,0,1,1
0,32,8,5,2.9,2,0,0
1,31,7,6,3.7236704234422247,1,1,1
0,20,0,0,2.8,1,0,0
1,20,0,0,3.543231004470081,1,1,1
0,37,15,10,3.11215516763499,2,0,1
1,27,1,0,2.845237746619379,1,0,1
0,25,0,0,2.9,2,0,0
0,31,1,0,3.2617509238687186,1,0,1
1,25,2,0,3.0879608091544384,0,1,1
1,35,12,11,3.4950134232045524,0,1,1
0,32,6,4,2.480619615504913,2,0,1
1,44,18,13,2.7,2,0,0
1,27,9,6,3.1485074392906,1,1,1
0,33,6,0,2.7,1,0,0
1,31,4,0,2.7,2,0,0
1,35,7,2,2.8607929388611613,2,1,1
1,20,0,0,2.690889698315895,0,1,1
0,27,0,0,3.0,1,0,0
0,41,19,13,3.0,2,1,0
1,38,8,6,3.4178564632349238,0,0,1
1,29,0,0,3.1,2,0,0
1,29,7,0,2.7,2,0,0
0,23,0,0,2.6731190632159,2,0,1
1,20,0,0,3.708347552028964,3,0,1
0,33,8,5,3.303045284926231,3,0,1
1,34,5,1,2.3129725433558703,1,1,1
1,28,0,0,2.8,3,1,0
1,22,0,0,2.8623093320977753,1,0,1
1,53,26,24,3.1,3,1,0
1,22,0,0,2.9470758427469326,2,1,1
0,26,1,0,2.9015395262092327,2,0,1
1,37,9,5,3.0484684582772217,1,0,1
1,27,0,0,2.8,2,1,0
1,32,11,9,2.4,2,0,0
1,38,14,7,3.456714846216518,2,0,1
1,20,0,0,2.8594730330806444,1,0,1
1,25,3,2,2.700125409178064,2,1,1
1,22,2,0,2.710398084554578,2,1,1
0,20,0,0,2.7664381780560876,2,0,1
1,36,6,0,2.8993930463973423,0,0,1
0,31,1,0,3.3360063097415686,2,1,1
1,32,7,5,3.0,2,0,0
1,20,0,0,2.7,2,0,0
1,34,11,9,2.872840201218594,2,0,1
1,44,19,13,2.4222475276908364,2,1,1
0,49,21,20,2.6,1,1,0
0,37,10,0,3.0,2,1,0
1,29,0,0,2.9690966781035075,0,1,1
1,25,0,0,3.0380415459724257,0,0,1
1,40,18,4,3.1678248912429847,2,0,1
1,30,9,3,2.902958788030756,1,1,1
1,35,7,1,2.878842175977879,1,0,1
1,45,16,8,3.458959480674295,0,1,1
1,38,11,3,3.075648209279079,2,1,1
1,25,0,0,2.750850825594154,0,1,1
0,39,7,4,3.0,2,0,0
1,42,12,7,2.9,2,0,0
1,32,8,0,3.0,2,1,0
1,31,11,6,2.5574266964546064,2,1,1
1,32,6,5,2.634793653943561,2,1,1
1,20,0,0,3.190537455293051,1,1,1
1,34,7,2,2.8,1,0,0
1,43,13,9,2.726014643638061,0,1,1
1,20,0,0,2.7,2,0,0
1,26,1,0,3.0259529172665665,0,0,1
1,37,17,11,3.6009691305931515,2,0,1
0,37,15,14,2.734353693943352,3,0,1
1,35,3,0,2.6,2,1,0
1,31,6,1,2.9,3,0,0
1,50,19,18,2.8,2,0,0
1,21,0,0,3.288267408724339,1,0,1
0,26,6,3,2.6640395589585593,2,0,1
1,31,5,0,2.4,2,1,0
0,35,8,3,2.7,1,0,0
0,34,5,1,2.7,2,0,0
1,31,2,0,3.2005999160963765,0,1,1
1,33,6,0,2.752850874127233,1,1,1
0,27,0,0,3.3144235757987888,2,0,1
1,30,2,0,2.8,2,0,0
0,23,0,0,2.8,2,1,0
1,35,11,10,3.410585946020549,2,1,1
0,47,15,6,2.6,1,0,0
0,39,15,12,2.7,2,0,0
1,25,0,0,3.485262372754411,2,1,1
1,25,0,0,2.9969778380480623,2,0,1
1,33,6,4,2.3,3,0,0
1,34,8,2,3.232561463450741,0,0,1
1,41,18,16,3.554000776000651,0,0,1
0,28,7,5,2.5431554927094355,2,0,1
1,46,19,17,3.148801894332813,2,0,1
1,20,0,0,2.6,2,0,0
1,36,10,8,2.8,2,0,0
0,45,23,18,2.9,1,1,0
0,24,0,0,2.545148390975942,2,0,1
1,24,1,0,2.9891717541068745,2,0,1
1,41,11,10,3.6523524259447817,0,1,1
1,33,3,0,3.2020171250160345,1,1,1
0,47,21,12,3.0,2,0,0
1,41,19,13,3.1520004157765507,1,0,1
1,30,4,2,2.3,3,0,0
1,20,0,0,3.5564998800212426,1,0,1
1,31,0,0,3.190429540604451,3,1,1
1,37,13,4,3.462900827387218,0,0,1
1,29,2,0,2.7495941806651865,0,1,1
1,52,30,20,2.9036813107959354,2,1,1
1,52,27,24,2.6,2,0,0
0,30,3,0,2.896861810464697,2,0,1
1,20,0,0,3.566939843520183,1,1,1
1,20,0,0,3.024154395414375,0,0,1
0,58,32,22,2.9239777403324254,2,0,1
1,27,0,0,2.8195780446561267,2,1,1
1,20,0,0,3.7236551688866335,1,1,1
0,25,0,0,2.8,2,1,0
0,42,19,17,3.1,1,0,0
1,40,12,11,2.865044661985889,1,0,1
0,30,5,0,3.1871098366516915,2,0,1
1,53,29,26,3.2703417013937,3,1,1
0,36,12,9,2.9,2,1,0
0,40,14,1,3.362343212109064,2,0,1
1,25,4,0,2.9646338608856926,1,0,1
0,30,11,9,3.0477966593525565,2,1,1
1,31,7,5,3.1594959395587447,2,0,1
0,31,9,4,3.0,3,1,0
0,34,10,3,3.2564528432163122,1,0,1
1,44,20,19,2.8013634011242905,1,0,1
0,39,12,7,3.0,2,0,0
1,29,3,0,3.2723384865529206,1,0,1
1,24,0,0,3.093752620201825,0,0,1
1,48,19,15,2.8,2,1,0
0,27,5,0,2.3,2,0,0
1,35,15,14,3.4733569442225387,2,1,1
1,25,0,0,3.0191299928735567,2,1,1
1,37,13,10,2.805958310091159,0,0,1
1,26,5,4,3.0137356331084835,2,1,1
0,39,11,8,2.995169731895958,2,0,1
1,37,15,14,2.951027177893479,2,1,1
0,42,22,19,2.7,2,0,0
1,22,0,0,3.0,1,1,0
1,20,0,0,3.1114926903396443,1,0,1
0,26,5,0,2.849935387240157,2,0,1
1,26,0,0,2.9,2,0,0
1,48,25,13,3.1988739606043515,2,1,1
1,40,13,7,3.0330275679104473,1,0,1
1,28,6,3,3.0753422256467564,2,0,1
0,36,8,3,3.2,1,1,0
0,26,0,0,3.0457252841169713,2,0,1
1,36,5,3,2.9,3,0,0
1,38,15,14,3.2191878187741256,2,0,1
1,41,24,21,2.7680112545825466,1,1,1
1,24,0,0,2.544280793036377,1,1,1
0,35,7,2,2.7,1,1,0
1,34,9,7,3.281455931155504,0,0,1
1,35,13,11,2.330121572936019,2,0,1
0,34,9,2,2.7,2,1,0
1,34,9,6,2.7,2,0,0
1,29,3,1,3.267707858512345,1,1,1
1,32,8,0,3.0,1,0,0
1,47,25,15,3.0,2,0,0
1,32,12,10,2.6959559032598523,2,0,1
0,20,0,0,2.947454744027867,2,0,1
0,37,9,4,3.348931698284766,2,0,1
1,33,7,4,2.8,1,0,0
0,41,22,20,2.9599108705300656,2,0,1
1,33,14,10,2.9814709264767534,0,1,1
1,35,9,5,3.1617420413269732,2,0,1
1,38,14,12,3.0362010827990793,2,1,1
1,42,17,15,3.34500191465978,0,0,1
0,34,8,0,3.0909654262525263,1,1,1
0,35,11,7,2.3,2,0,0
1,34,6,1,3.5851245560669485,1,0,1
1,46,21,15,2.4,2,1,0
1,38,11,10,2.7,2,1,0
0,33,10,6,2.8668451642552504,1,1,1
1,29,2,0,3.081636900406765,0,1,1
1,30,12,9,3.58258043672501,0,0,1
1,28,9,2,3.1440985891483706,2,0,1
0,39,16,14,2.6,2,0,0
0,29,5,1,2.7687597748697232,2,0,1
0,32,13,5,2.6,2,0,0
1,28,5,1,2.8,2,0,0
1,40,14,8,2.9322805594410752,0,1,1
0,28,2,1,3.0,2,0,0
1,38,10,2,3.1853497534707698,1,1,1
0,49,31,29,2.8634154056780523,3,0,1
0,23,0,0,3.0,2,0,0
1,23,0,0,2.8,2,0,0
1,20,0,0,4.0,0,1,1
1,29,1,0,2.7,3,0,0
1,20,0,0,2.671887752059435,1,0,1
1,20,0,0,2.7910005166522067,1,1,1
0,45,21,20,3.4128001658357516,2,1,1
1,38,8,0,2.6,2,0,0
1,23,0,0,2.7,2,1,0
1,34,6,4,2.8,3,0,0
1,45,16,15,3.3696235641162664,1,0,1
0,26,0,0,2.883477146800853,2,1,1
1,35,9,7,2.8,2,0,0
1,20,0,0,2.715812686387617,1,1,1
1,22,0,0,3.3622169999128677,2,1,1
0,40,18,12,2.6,2,0,0
0,33,6,2,2.9,2,0,0
1,24,0,0,2.6653065152767903,0,0,1
1,38,9,3,2.9,3,1,0
0,29,9,5,3.040053519439325,2,1,1
1,20,0,0,3.2731936965395794,1,0,1
1,34,4,0,3.3632772998043032,1,1,1
0,35,11,8,3.376832635653158,2,0,1
1,33,8,0,3.480042208270828,0,0,1
1,35,9,3,2.6,2,0,0
1,29,10,4,2.9234640295136347,0,1,1
1,33,15,10,3.028642361184124,0,0,1
1,39,17,14,3.0722066035105597,2,1,1
0,27,0,0,2.4,2,0,0
1,29,2,0,2.750651842936008,0,0,1
0,20,0,0,2.8,2,0,0
0,40,17,11,2.8,1,0,0
1,37,14,13,3.403182230254863,1,0,1
1,23,0,0,2.903037269326151,3,0,1
1,32,7,1,3.7096257343158037,2,1,1
1,38,20,18,2.6,3,0,0
1,25,0,0,2.8,2,0,0
1,31,8,7,2.696860203840696,2,0,1
1,56,25,22,3.1471601562233635,0,1,1
1,28,1,0,2.5,2,0,0
1,33,16,12,3.0072617754320645,1,0,1
0,20,0,0,2.8742825600154083,1,0,1
1,22,0,0,2.9,2,0,0
1,37,10,2,2.6,3,0,0
1,34,7,6,2.993887931735043,1,1,1
1,41,15,11,3.3666428816646503,0,0,1
1,22,0,0,3.6109309728895953,1,0,1
1,46,21,17,2.8595357903286347,0,0,1
1,47,24,13,2.6,2,0,0
0,32,4,0,2.7977425406161345,2,0,1
0,28,3,0,2.7,2,1,0
0,30,12,4,3.0,1,0,0
1,36,11,8,2.45901047846003,1,1,1
1,20,0,0,3.34255848589703,2,1,1
1,30,4,0,2.7,2,1,0
0,26,4,0,2.8,2,0,0
1,33,12,2,2.8,3,0,0
1,20,0,0,4.0,1,0,1
0,47,19,10,2.7,2,1,0
0,31,5,3,3.1583741118023574,2,0,1
1,29,0,0,2.813649545507681,3,1,1
1,34,6,0,3.0,2,0,0
0,20,0,0,2.8,1,0,0
0,20,0,0,2.963721096728784,2,1,1
0,40,14,4,2.72130810992886,1,0,1
1,33,2,0,2.7,2,1,0
